,Litros Totales,Valor USD,Area,Espesor,Rendimiento Diario,Rendimiento Std,Diferencia de Rendimientos,Diferencia de Rendimientos !(abs),DENSIDAD,MOLIENDA,LENETA,SOL PESO,SOL VOLUMEN,TEMP METAL,TIEMP METAL SEG,VISCOSIDAD,Rendimiento Canning [m2/L],Linea_encoded,Id_Fecha_Pintura,Fecha,Pintura,Linea
0,181.68,2734.28,7659.79,7.97,42.16,33.44,8.72,8.72,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2021-08-170093-50 GLOSS CLEAR ONE PASSPintado 1,2021-08-17,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
1,211.68,3185.78,5827.33,6.48,27.53,33.44,5.91,-5.91,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2021-09-040093-50 GLOSS CLEAR ONE PASSPintado 1,2021-09-04,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
2,169.0,2543.45,3905.67,4.34,23.11,33.44,10.33,-10.33,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2021-10-150093-50 GLOSS CLEAR ONE PASSPintado 1,2021-10-15,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
3,119.0,1790.95,3637.22,3.64,30.56,33.44,2.88,-2.88,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2021-10-220093-50 GLOSS CLEAR ONE PASSPintado 1,2021-10-22,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
4,60.0,435.55,2226.72,1.29,82.82,33.44,49.38,49.38,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2021-12-020093-50 GLOSS CLEAR ONE PASSPintado 1,2021-12-02,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
5,364.72,5412.37,13178.55,13.65,36.13,33.44,2.69,2.69,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-01-300093-50 GLOSS CLEAR ONE PASSPintado 1,2022-01-30,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
6,463.75,6882.05,16457.9,18.34,35.49,33.44,2.05,2.05,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-03-110093-50 GLOSS CLEAR ONE PASSPintado 1,2022-03-11,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
7,193.21,2867.16,7839.46,7.26,40.58,33.44,7.13,7.13,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-03-030093-50 GLOSS CLEAR ONE PASSPintado 1,2022-03-03,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
8,134.0,1988.56,3283.29,3.62,24.5,33.44,8.94,-8.94,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-04-240093-50 GLOSS CLEAR ONE PASSPintado 1,2022-04-24,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
9,99.25,1472.87,3228.61,3.66,32.53,33.44,0.91,-0.91,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-05-300093-50 GLOSS CLEAR ONE PASSPintado 1,2022-05-30,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
10,74.25,1101.87,2277.81,2.94,30.68,33.44,2.76,-2.76,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-05-280093-50 GLOSS CLEAR ONE PASSPintado 1,2022-05-28,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
11,154.0,2285.36,5886.43,5.78,38.22,33.44,4.78,4.78,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-06-090093-50 GLOSS CLEAR ONE PASSPintado 1,2022-06-09,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
12,423.5,7038.58,12390.64,13.15,29.26,33.44,4.18,-4.18,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-07-080093-50 GLOSS CLEAR ONE PASSPintado 1,2022-07-08,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
13,181.68,3019.52,5249.57,5.13,28.89,33.44,4.55,-4.55,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-08-260093-50 GLOSS CLEAR ONE PASSPintado 1,2022-08-26,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
14,60.0,752.06,2226.72,1.29,20.83,33.44,12.61,-12.61,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-08-250093-50 GLOSS CLEAR ONE PASSPintado 1,2022-08-25,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
15,160.25,2663.36,3111.99,2.93,19.42,33.44,14.02,-14.02,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-09-280093-50 GLOSS CLEAR ONE PASSPintado 1,2022-09-28,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
16,60.0,481.98,2226.72,1.29,26.43,33.44,7.01,-7.01,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-09-240093-50 GLOSS CLEAR ONE PASSPintado 1,2022-09-24,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
17,365.25,6070.46,11876.33,12.51,32.52,33.44,0.93,-0.93,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-10-090093-50 GLOSS CLEAR ONE PASSPintado 1,2022-10-09,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
18,487.5,8102.26,14166.51,14.6,29.06,33.44,4.38,-4.38,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2022-11-200093-50 GLOSS CLEAR ONE PASSPintado 1,2022-11-20,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
19,289.25,4801.55,7620.27,7.99,26.34,33.44,7.1,-7.1,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-03-170093-50 GLOSS CLEAR ONE PASSPintado 1,2023-03-17,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
20,283.78,4710.75,8247.4,8.78,29.06,33.44,4.38,-4.38,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-06-210093-50 GLOSS CLEAR ONE PASSPintado 1,2023-06-21,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
21,189.25,3141.55,5558.95,6.55,29.37,33.44,4.07,-4.07,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-06-010093-50 GLOSS CLEAR ONE PASSPintado 1,2023-06-01,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
22,85.25,1380.2,2226.72,2.18,24.92,33.44,8.52,-8.52,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-07-140093-50 GLOSS CLEAR ONE PASSPintado 1,2023-07-14,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
23,537.28,8698.58,16352.24,17.5,30.44,33.44,3.01,-3.01,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-08-080093-50 GLOSS CLEAR ONE PASSPintado 1,2023-08-08,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
24,208.82,3380.83,4797.43,5.11,22.97,33.44,10.47,-10.47,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-09-090093-50 GLOSS CLEAR ONE PASSPintado 1,2023-09-09,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
25,99.0,1602.81,2226.72,2.18,21.12,33.44,12.32,-12.32,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-09-050093-50 GLOSS CLEAR ONE PASSPintado 1,2023-09-05,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
26,137.0,2218.03,4230.29,4.44,30.88,33.44,2.56,-2.56,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-10-070093-50 GLOSS CLEAR ONE PASSPintado 1,2023-10-07,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
27,189.25,3063.96,6242.64,6.58,32.99,33.44,0.5,-0.46,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2023-11-110093-50 GLOSS CLEAR ONE PASSPintado 1,2023-11-11,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
28,313.25,5080.92,8709.96,8.77,27.81,33.44,5.64,-5.64,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2024-01-270093-50 GLOSS CLEAR ONE PASSPintado 1,2024-01-27,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
29,209.9,3404.5,6483.38,6.07,30.89,33.44,2.55,-2.55,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2024-01-060093-50 GLOSS CLEAR ONE PASSPintado 1,2024-01-06,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
30,199.5,3235.9,5864.56,5.93,29.4,33.44,4.05,-4.05,1.06,,,61.0,53.0,240.5,20.0,27.0,33.44,0,2024-02-110093-50 GLOSS CLEAR ONE PASSPintado 1,2024-02-11,0093-50 GLOSS CLEAR ONE PASS,Pintado 1
31,700.0,9275.0,14470.57,15.38,20.67,25.2,4.52,-4.52,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-08-120439-PRIVATE LABEL GRAY TEXTPintado 1,2021-08-12,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
32,155.0,2053.75,2973.65,3.61,19.18,25.2,6.01,-6.01,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-08-210439-PRIVATE LABEL GRAY TEXTPintado 1,2021-08-21,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
33,1600.0,14957.5,35544.33,42.8,20.97,25.2,4.23,-4.23,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-09-030439-PRIVATE LABEL GRAY TEXTPintado 1,2021-09-03,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
34,1600.0,14957.5,42919.67,35.6,22.83,25.2,2.37,-2.37,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-09-140439-PRIVATE LABEL GRAY TEXTPintado 1,2021-09-14,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
35,172.0,2279.0,3513.11,3.92,20.43,25.2,4.77,-4.77,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-09-200439-PRIVATE LABEL GRAY TEXTPintado 1,2021-09-20,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
36,245.0,3246.25,5430.9,5.21,22.17,25.2,3.03,-3.03,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-10-130439-PRIVATE LABEL GRAY TEXTPintado 1,2021-10-13,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
37,560.0,7420.0,11644.78,8.81,20.79,25.2,4.4,-4.4,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-11-220439-PRIVATE LABEL GRAY TEXTPintado 1,2021-11-22,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
38,120.0,1590.0,2226.72,2.18,17.32,25.2,9.83,-9.83,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-11-300439-PRIVATE LABEL GRAY TEXTPintado 1,2021-11-30,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
39,380.0,5035.0,9192.8,6.67,24.19,25.2,1.01,-1.01,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-12-270439-PRIVATE LABEL GRAY TEXTPintado 1,2021-12-27,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
40,594.0,7870.5,10968.33,8.74,18.47,25.2,6.73,-6.73,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2021-12-280439-PRIVATE LABEL GRAY TEXTPintado 1,2021-12-28,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
41,690.0,9604.8,15209.29,12.83,22.04,25.2,3.15,-3.15,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-01-260439-PRIVATE LABEL GRAY TEXTPintado 1,2022-01-26,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
42,600.0,8352.0,11422.22,8.8,19.04,25.2,6.16,-6.16,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-01-200439-PRIVATE LABEL GRAY TEXTPintado 1,2022-01-20,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
43,315.0,4384.8,7679.16,8.22,24.38,25.2,0.82,-0.82,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-01-210439-PRIVATE LABEL GRAY TEXTPintado 1,2022-01-21,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
44,315.0,4384.8,7042.93,8.72,22.36,25.2,2.84,-2.84,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-02-100439-PRIVATE LABEL GRAY TEXTPintado 1,2022-02-10,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
45,120.0,1670.4,3196.07,4.55,26.63,25.2,1.44,1.44,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-02-040439-PRIVATE LABEL GRAY TEXTPintado 1,2022-02-04,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
46,240.0,3340.8,4436.27,3.76,18.48,25.2,6.71,-6.71,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-02-240439-PRIVATE LABEL GRAY TEXTPintado 1,2022-02-24,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
47,385.0,5359.2,7305.81,7.6,18.98,25.2,6.22,-6.22,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-04-260439-PRIVATE LABEL GRAY TEXTPintado 1,2022-04-26,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
48,1005.0,13989.6,20623.57,16.3,20.52,25.2,4.68,-4.68,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-04-140439-PRIVATE LABEL GRAY TEXTPintado 1,2022-04-14,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
49,665.0,9256.8,10763.91,12.72,17.32,25.2,9.01,-9.01,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-06-200439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-20,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
50,698.0,9716.16,15263.34,12.24,21.87,25.2,3.33,-3.33,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-06-120439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-12,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
51,300.0,4176.0,6165.85,7.38,20.55,25.2,4.64,-4.64,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-06-030439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-03,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
52,405.0,5637.6,8248.66,10.96,20.37,25.2,4.83,-4.83,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-06-010439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-01,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
53,105.0,1461.6,2226.72,2.73,19.74,25.2,5.46,-5.46,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-06-290439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-29,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
54,100.0,1392.0,5530.33,4.58,55.3,25.2,30.11,30.11,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-06-190439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-19,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
55,315.0,4910.85,6387.81,7.12,20.28,25.2,4.92,-4.92,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-07-100439-PRIVATE LABEL GRAY TEXTPintado 1,2022-07-10,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
56,265.0,4131.35,6028.69,5.18,22.75,25.2,2.45,-2.45,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-08-110439-PRIVATE LABEL GRAY TEXTPintado 1,2022-08-11,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
57,405.0,6313.95,9894.54,8.03,24.43,25.2,0.77,-0.77,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-08-310439-PRIVATE LABEL GRAY TEXTPintado 1,2022-08-31,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
58,340.0,5300.6,7311.36,5.86,21.5,25.2,3.69,-3.69,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-09-060439-PRIVATE LABEL GRAY TEXTPintado 1,2022-09-06,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
59,645.0,10055.55,14363.08,11.09,22.27,25.2,2.93,-2.93,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-09-300439-PRIVATE LABEL GRAY TEXTPintado 1,2022-09-30,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
60,175.0,2728.25,4349.07,2.94,24.85,25.2,0.5,-0.35,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-09-290439-PRIVATE LABEL GRAY TEXTPintado 1,2022-09-29,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
61,425.0,6625.75,8186.81,5.9,19.26,25.2,5.93,-5.93,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-10-090439-PRIVATE LABEL GRAY TEXTPintado 1,2022-10-09,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
62,200.0,3118.0,4198.69,3.33,20.99,25.2,4.2,-4.2,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-10-220439-PRIVATE LABEL GRAY TEXTPintado 1,2022-10-22,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
63,125.0,1948.75,3250.91,2.25,26.01,25.2,0.81,0.81,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-10-140439-PRIVATE LABEL GRAY TEXTPintado 1,2022-10-14,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
64,190.0,2962.1,4509.73,2.95,23.74,25.2,1.46,-1.46,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2022-12-010439-PRIVATE LABEL GRAY TEXTPintado 1,2022-12-01,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
65,230.0,3521.3,5510.28,4.48,23.96,25.2,1.24,-1.24,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-03-170439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-17,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
66,915.0,14008.65,21327.36,14.16,23.31,25.2,1.89,-1.89,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-03-020439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-02,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
67,250.0,3827.5,5689.15,6.27,22.76,25.2,2.44,-2.44,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-03-280439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-28,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
68,509.0,7792.79,11032.29,7.42,21.67,25.2,3.52,-3.52,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-03-150439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-15,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
69,558.0,8542.98,14303.4,10.47,25.63,25.2,0.5,0.44,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-03-100439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-10,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
70,200.0,3062.0,2561.1,2.22,17.32,25.2,12.39,-12.39,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-06-160439-PRIVATE LABEL GRAY TEXTPintado 1,2023-06-16,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
71,340.0,5076.2,6479.33,7.81,19.06,25.2,6.14,-6.14,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-07-280439-PRIVATE LABEL GRAY TEXTPintado 1,2023-07-28,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
72,135.0,2015.55,2226.72,2.68,17.32,25.2,9.93,-9.93,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-07-160439-PRIVATE LABEL GRAY TEXTPintado 1,2023-07-16,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
73,150.0,2239.5,3353.49,3.85,22.36,25.2,2.84,-2.84,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-07-140439-PRIVATE LABEL GRAY TEXTPintado 1,2023-07-14,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
74,469.0,7002.17,10074.55,7.3,21.48,25.2,3.72,-3.72,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-09-130439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-13,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
75,280.0,4180.4,6561.22,5.32,23.43,25.2,1.76,-1.76,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-09-300439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-30,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
76,280.0,4180.4,6303.73,5.55,22.51,25.2,2.68,-2.68,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-09-120439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-12,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
77,200.0,2986.0,3669.32,4.47,18.35,25.2,6.85,-6.85,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-09-080439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-08,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
78,160.0,2388.8,3047.9,2.26,19.05,25.2,6.15,-6.15,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-11-280439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-28,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
79,1070.0,14957.5,30769.16,24.73,28.76,25.2,3.56,3.56,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-11-090439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-09,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
80,500.0,7465.0,10107.28,8.41,20.21,25.2,4.98,-4.98,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-11-290439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-29,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
81,100.0,1493.0,2226.72,2.22,21.04,25.2,4.16,-4.16,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-11-270439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-27,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
82,370.0,5524.1,8679.95,5.82,23.46,25.2,1.74,-1.74,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-11-300439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-30,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
83,200.0,2986.0,3314.01,2.97,17.32,25.2,8.63,-8.63,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-11-210439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-21,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
84,400.0,5972.0,8840.52,8.12,22.1,25.2,3.1,-3.1,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-11-120439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-12,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
85,360.0,5374.8,7747.08,6.58,21.52,25.2,3.68,-3.68,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-12-170439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-17,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
86,200.0,2986.0,4105.72,5.45,20.53,25.2,4.67,-4.67,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-12-090439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-09,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
87,400.0,5972.0,6396.75,7.88,17.32,25.2,9.2,-9.2,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-12-030439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-03,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
88,200.0,2986.0,5583.3,3.71,27.92,25.2,2.72,2.72,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2023-12-020439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-02,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
89,250.0,3827.5,4837.81,4.39,19.35,25.2,5.85,-5.85,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2024-01-020439-PRIVATE LABEL GRAY TEXTPintado 1,2024-01-02,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
90,250.0,3827.5,4604.25,3.78,18.42,25.2,6.78,-6.78,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2024-01-250439-PRIVATE LABEL GRAY TEXTPintado 1,2024-01-25,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
91,180.0,2755.8,3947.36,4.42,21.93,25.2,3.27,-3.27,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2024-01-230439-PRIVATE LABEL GRAY TEXTPintado 1,2024-01-23,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
92,490.0,7501.9,9607.73,7.92,19.61,25.2,5.59,-5.59,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,0,2024-02-040439-PRIVATE LABEL GRAY TEXTPintado 1,2024-02-04,0439-PRIVATE LABEL GRAY TEXT,Pintado 1
93,885.0,11726.25,17451.92,13.98,19.72,25.2,5.48,-5.48,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2021-10-310439-PRIVATE LABEL GRAY TEXTPintado 2,2021-10-31,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
94,60.0,795.0,2226.72,1.48,27.79,25.2,2.59,2.59,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2021-11-050439-PRIVATE LABEL GRAY TEXTPintado 2,2021-11-05,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
95,75.0,993.75,2226.72,1.5,22.7,25.2,2.5,-2.5,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2021-12-210439-PRIVATE LABEL GRAY TEXTPintado 2,2021-12-21,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
96,660.0,9187.2,32152.08,20.54,48.72,25.2,23.52,23.52,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-06-230439-PRIVATE LABEL GRAY TEXTPintado 2,2022-06-23,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
97,540.0,8418.6,10067.6,8.08,18.64,25.2,6.55,-6.55,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-07-140439-PRIVATE LABEL GRAY TEXTPintado 2,2022-07-14,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
98,500.0,7795.0,11476.5,8.73,22.95,25.2,2.24,-2.24,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-07-060439-PRIVATE LABEL GRAY TEXTPintado 2,2022-07-06,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
99,714.0,11131.26,16067.25,14.91,22.5,25.2,2.69,-2.69,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-07-270439-PRIVATE LABEL GRAY TEXTPintado 2,2022-07-27,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
