,Litros Totales,Valor USD,Area,Espesor,Rendimiento Diario,Rendimiento Std,Diferencia de Rendimientos,Diferencia de Rendimientos !(abs),DENSIDAD,MOLIENDA,LENETA,SOL PESO,SOL VOLUMEN,TEMP METAL,TIEMP METAL SEG,VISCOSIDAD,Rendimiento Canning [m2/L],Linea_encoded,Id_Fecha_Pintura,Fecha,Pintura,Linea
7851,355.79,8958.8,14830.25,8.14,41.68,37.55,4.13,4.13,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2021-10-010488-DIAMOND GRAY LAVPintado 2,2021-10-01,0488-DIAMOND GRAY LAV,Pintado 2
7852,189.25,4765.32,10772.99,7.48,56.92,37.55,19.37,19.37,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2021-11-030488-DIAMOND GRAY LAVPintado 2,2021-11-03,0488-DIAMOND GRAY LAV,Pintado 2
7853,567.5,14289.66,21259.89,13.96,37.46,37.55,0.5,-0.09,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2021-11-010488-DIAMOND GRAY LAVPintado 2,2021-11-01,0488-DIAMOND GRAY LAV,Pintado 2
7854,306.79,7724.97,12153.02,6.84,39.61,37.55,2.06,2.06,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2021-12-010488-DIAMOND GRAY LAVPintado 2,2021-12-01,0488-DIAMOND GRAY LAV,Pintado 2
7855,239.25,6024.32,10171.42,7.1,42.51,37.55,4.96,4.96,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2021-12-300488-DIAMOND GRAY LAVPintado 2,2021-12-30,0488-DIAMOND GRAY LAV,Pintado 2
7856,99.32,2501.0,6641.04,3.82,66.86,37.55,29.31,29.31,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2021-12-190488-DIAMOND GRAY LAVPintado 2,2021-12-19,0488-DIAMOND GRAY LAV,Pintado 2
7857,129.6,3214.08,5142.85,3.14,39.68,37.55,2.13,2.13,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-02-040488-DIAMOND GRAY LAVPintado 2,2022-02-04,0488-DIAMOND GRAY LAV,Pintado 2
7858,117.65,2917.72,5076.86,3.15,43.15,37.55,5.6,5.6,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-02-150488-DIAMOND GRAY LAVPintado 2,2022-02-15,0488-DIAMOND GRAY LAV,Pintado 2
7859,548.83,13610.86,25624.04,16.6,46.69,37.55,9.13,9.13,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-03-290488-DIAMOND GRAY LAVPintado 2,2022-03-29,0488-DIAMOND GRAY LAV,Pintado 2
7860,216.22,5362.26,9102.01,5.68,42.1,37.55,4.54,4.54,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-03-030488-DIAMOND GRAY LAVPintado 2,2022-03-03,0488-DIAMOND GRAY LAV,Pintado 2
7861,279.25,6925.4,8431.17,4.94,30.19,37.55,7.36,-7.36,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-04-240488-DIAMOND GRAY LAVPintado 2,2022-04-24,0488-DIAMOND GRAY LAV,Pintado 2
7862,162.76,4036.32,11994.46,7.53,73.7,37.55,36.14,36.14,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-04-140488-DIAMOND GRAY LAVPintado 2,2022-04-14,0488-DIAMOND GRAY LAV,Pintado 2
7863,228.25,6340.79,8489.45,5.07,37.19,37.55,0.5,-0.36,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-07-150488-DIAMOND GRAY LAVPintado 2,2022-07-15,0488-DIAMOND GRAY LAV,Pintado 2
7864,149.0,4139.22,8918.37,6.05,59.85,37.55,22.3,22.3,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-07-290488-DIAMOND GRAY LAVPintado 2,2022-07-29,0488-DIAMOND GRAY LAV,Pintado 2
7865,240.72,6687.07,11536.71,6.93,47.93,37.55,10.37,10.37,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-07-310488-DIAMOND GRAY LAVPintado 2,2022-07-31,0488-DIAMOND GRAY LAV,Pintado 2
7866,60.0,1666.8,2316.01,2.12,38.6,37.55,1.05,1.05,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-07-160488-DIAMOND GRAY LAVPintado 2,2022-07-16,0488-DIAMOND GRAY LAV,Pintado 2
7867,70.32,1953.63,9630.86,5.76,110.92,37.55,58.91,56.51,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-08-220488-DIAMOND GRAY LAVPintado 2,2022-08-22,0488-DIAMOND GRAY LAV,Pintado 2
7868,548.83,14957.5,14018.34,8.5,25.54,37.55,12.01,-12.01,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-09-300488-DIAMOND GRAY LAVPintado 2,2022-09-30,0488-DIAMOND GRAY LAV,Pintado 2
7869,174.11,4836.78,9615.33,5.6,55.23,37.55,17.67,17.67,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-09-230488-DIAMOND GRAY LAVPintado 2,2022-09-23,0488-DIAMOND GRAY LAV,Pintado 2
7870,265.11,7364.76,7336.59,4.43,27.67,37.55,9.88,-9.88,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-10-180488-DIAMOND GRAY LAVPintado 2,2022-10-18,0488-DIAMOND GRAY LAV,Pintado 2
7871,60.0,1611.24,5078.12,3.11,87.55,37.55,50.0,50.0,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-10-020488-DIAMOND GRAY LAVPintado 2,2022-10-02,0488-DIAMOND GRAY LAV,Pintado 2
7872,99.25,2757.17,3620.11,3.14,36.47,37.55,1.08,-1.08,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2022-11-040488-DIAMOND GRAY LAVPintado 2,2022-11-04,0488-DIAMOND GRAY LAV,Pintado 2
7873,100.0,2774.0,5124.51,2.45,51.25,37.55,13.69,13.69,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-05-280488-DIAMOND GRAY LAVPintado 2,2023-05-28,0488-DIAMOND GRAY LAV,Pintado 2
7874,139.0,3855.86,7479.89,3.77,53.81,37.55,16.26,16.26,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-05-310488-DIAMOND GRAY LAVPintado 2,2023-05-31,0488-DIAMOND GRAY LAV,Pintado 2
7875,299.25,8301.2,11409.76,7.62,38.13,37.55,0.57,0.57,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-06-280488-DIAMOND GRAY LAVPintado 2,2023-06-28,0488-DIAMOND GRAY LAV,Pintado 2
7876,333.71,9257.1,19329.52,12.18,57.92,37.55,20.37,20.37,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-06-180488-DIAMOND GRAY LAVPintado 2,2023-06-18,0488-DIAMOND GRAY LAV,Pintado 2
7877,109.25,3030.6,6014.04,3.15,55.05,37.55,17.49,17.49,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-06-120488-DIAMOND GRAY LAVPintado 2,2023-06-12,0488-DIAMOND GRAY LAV,Pintado 2
7878,119.0,3301.06,4069.61,2.46,34.2,37.55,3.36,-3.36,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-06-170488-DIAMOND GRAY LAVPintado 2,2023-06-17,0488-DIAMOND GRAY LAV,Pintado 2
7879,467.5,12645.87,20837.17,12.84,44.57,37.55,7.02,7.02,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-07-150488-DIAMOND GRAY LAVPintado 2,2023-07-15,0488-DIAMOND GRAY LAV,Pintado 2
7880,278.19,7525.04,12171.46,6.96,43.75,37.55,6.2,6.2,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-07-230488-DIAMOND GRAY LAVPintado 2,2023-07-23,0488-DIAMOND GRAY LAV,Pintado 2
7881,189.25,5119.21,15807.21,9.44,83.53,37.55,45.97,45.97,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-07-260488-DIAMOND GRAY LAVPintado 2,2023-07-26,0488-DIAMOND GRAY LAV,Pintado 2
7882,250.5,6776.02,16607.13,9.41,66.3,37.55,28.74,28.74,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-08-030488-DIAMOND GRAY LAVPintado 2,2023-08-03,0488-DIAMOND GRAY LAV,Pintado 2
7883,346.33,9368.17,9191.75,5.8,26.54,37.55,11.01,-11.01,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-08-040488-DIAMOND GRAY LAVPintado 2,2023-08-04,0488-DIAMOND GRAY LAV,Pintado 2
7884,174.87,4730.15,9661.05,5.52,55.25,37.55,17.69,17.69,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-08-180488-DIAMOND GRAY LAVPintado 2,2023-08-18,0488-DIAMOND GRAY LAV,Pintado 2
7885,102.0,2759.1,4357.6,2.49,42.72,37.55,5.17,5.17,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-09-170488-DIAMOND GRAY LAVPintado 2,2023-09-17,0488-DIAMOND GRAY LAV,Pintado 2
7886,189.25,5119.21,7022.29,4.36,37.11,37.55,0.5,-0.45,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-09-290488-DIAMOND GRAY LAVPintado 2,2023-09-29,0488-DIAMOND GRAY LAV,Pintado 2
7887,218.5,5910.42,10279.38,6.28,47.05,37.55,9.49,9.49,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-10-180488-DIAMOND GRAY LAVPintado 2,2023-10-18,0488-DIAMOND GRAY LAV,Pintado 2
7888,257.58,6967.48,21875.69,12.99,84.93,37.55,47.37,47.37,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-10-160488-DIAMOND GRAY LAVPintado 2,2023-10-16,0488-DIAMOND GRAY LAV,Pintado 2
7889,926.95,14957.5,40192.19,22.91,43.36,37.55,5.81,5.81,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-10-090488-DIAMOND GRAY LAVPintado 2,2023-10-09,0488-DIAMOND GRAY LAV,Pintado 2
7890,160.0,4328.0,7041.92,5.13,44.01,37.55,6.46,6.46,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-11-020488-DIAMOND GRAY LAVPintado 2,2023-11-02,0488-DIAMOND GRAY LAV,Pintado 2
7891,189.25,5119.21,3358.97,2.48,17.75,37.55,19.81,-19.81,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-11-200488-DIAMOND GRAY LAVPintado 2,2023-11-20,0488-DIAMOND GRAY LAV,Pintado 2
7892,114.0,3083.7,5813.09,3.67,50.99,37.55,13.44,13.44,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2023-12-190488-DIAMOND GRAY LAVPintado 2,2023-12-19,0488-DIAMOND GRAY LAV,Pintado 2
7893,189.0,5103.0,10730.62,7.0,56.78,37.55,19.22,19.22,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2024-01-310488-DIAMOND GRAY LAVPintado 2,2024-01-31,0488-DIAMOND GRAY LAV,Pintado 2
7894,356.72,9631.39,12266.54,6.84,34.39,37.55,3.17,-3.17,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2024-01-300488-DIAMOND GRAY LAVPintado 2,2024-01-30,0488-DIAMOND GRAY LAV,Pintado 2
7895,757.0,14957.5,29932.43,17.46,39.54,37.55,1.99,1.99,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2024-01-240488-DIAMOND GRAY LAVPintado 2,2024-01-24,0488-DIAMOND GRAY LAV,Pintado 2
7896,200.25,5406.75,7774.16,5.21,38.82,37.55,1.27,1.27,1.04,,,55.0,46.0,240.5,24.0,50.0,37.55,1,2024-02-140488-DIAMOND GRAY LAVPintado 2,2024-02-14,0488-DIAMOND GRAY LAV,Pintado 2
7897,318.5,6213.94,16633.93,9.66,52.23,50.56,1.66,1.66,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-08-200318-TOPAZ METALLIC 14H2593Pintado 2,2021-08-20,0318-TOPAZ METALLIC 14H2593,Pintado 2
7898,184.13,3592.3,7862.28,3.64,42.7,50.56,7.86,-7.86,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-08-100318-TOPAZ METALLIC 14H2593Pintado 2,2021-08-10,0318-TOPAZ METALLIC 14H2593,Pintado 2
7899,111.68,2178.88,2226.72,1.81,17.96,50.56,32.6,-29.1,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-08-210318-TOPAZ METALLIC 14H2593Pintado 2,2021-08-21,0318-TOPAZ METALLIC 14H2593,Pintado 2
7900,244.58,4771.66,12502.14,7.91,51.12,50.56,0.56,0.56,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-09-060318-TOPAZ METALLIC 14H2593Pintado 2,2021-09-06,0318-TOPAZ METALLIC 14H2593,Pintado 2
7901,444.25,8667.32,14540.15,10.53,32.73,50.56,17.83,-17.83,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-09-190318-TOPAZ METALLIC 14H2593Pintado 2,2021-09-19,0318-TOPAZ METALLIC 14H2593,Pintado 2
7902,298.5,5823.74,16015.94,9.26,53.65,50.56,3.09,3.09,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-10-170318-TOPAZ METALLIC 14H2593Pintado 2,2021-10-17,0318-TOPAZ METALLIC 14H2593,Pintado 2
7903,250.68,4890.77,7124.2,6.15,28.42,50.56,22.14,-22.14,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-10-300318-TOPAZ METALLIC 14H2593Pintado 2,2021-10-30,0318-TOPAZ METALLIC 14H2593,Pintado 2
7904,246.54,4810.0,14658.96,8.02,59.46,50.56,8.9,8.9,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-10-180318-TOPAZ METALLIC 14H2593Pintado 2,2021-10-18,0318-TOPAZ METALLIC 14H2593,Pintado 2
7905,147.25,2872.85,6926.02,5.53,47.04,50.56,3.53,-3.53,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2021-11-210318-TOPAZ METALLIC 14H2593Pintado 2,2021-11-21,0318-TOPAZ METALLIC 14H2593,Pintado 2
7906,80.0,1551.2,4821.17,2.44,60.26,50.56,9.7,9.7,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-02-160318-TOPAZ METALLIC 14H2593Pintado 2,2022-02-16,0318-TOPAZ METALLIC 14H2593,Pintado 2
7907,217.9,4224.98,8673.01,5.44,39.8,50.56,10.76,-10.76,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-03-250318-TOPAZ METALLIC 14H2593Pintado 2,2022-03-25,0318-TOPAZ METALLIC 14H2593,Pintado 2
7908,60.0,775.6,2303.47,1.29,57.59,50.56,7.02,7.02,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-03-020318-TOPAZ METALLIC 14H2593Pintado 2,2022-03-02,0318-TOPAZ METALLIC 14H2593,Pintado 2
7909,316.54,6137.71,12699.78,6.65,40.12,50.56,10.44,-10.44,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-05-100318-TOPAZ METALLIC 14H2593Pintado 2,2022-05-10,0318-TOPAZ METALLIC 14H2593,Pintado 2
7910,60.0,761.06,4935.57,3.02,110.92,50.56,58.91,56.51,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-05-030318-TOPAZ METALLIC 14H2593Pintado 2,2022-05-03,0318-TOPAZ METALLIC 14H2593,Pintado 2
7911,60.0,599.05,4718.38,3.68,110.92,50.56,58.91,56.51,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-05-270318-TOPAZ METALLIC 14H2593Pintado 2,2022-05-27,0318-TOPAZ METALLIC 14H2593,Pintado 2
7912,100.0,2172.0,2226.72,1.29,17.32,50.56,41.83,-29.1,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-09-280318-TOPAZ METALLIC 14H2593Pintado 2,2022-09-28,0318-TOPAZ METALLIC 14H2593,Pintado 2
7913,79.0,1715.88,4354.65,2.43,55.12,50.56,4.56,4.56,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-09-040318-TOPAZ METALLIC 14H2593Pintado 2,2022-09-04,0318-TOPAZ METALLIC 14H2593,Pintado 2
7914,100.76,2188.4,4192.68,2.45,41.61,50.56,8.95,-8.95,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-10-160318-TOPAZ METALLIC 14H2593Pintado 2,2022-10-16,0318-TOPAZ METALLIC 14H2593,Pintado 2
7915,62.0,1346.64,3834.19,3.03,61.84,50.56,11.28,11.28,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2022-10-030318-TOPAZ METALLIC 14H2593Pintado 2,2022-10-03,0318-TOPAZ METALLIC 14H2593,Pintado 2
7916,121.0,2624.6,4601.05,2.44,38.02,50.56,12.54,-12.54,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-03-180318-TOPAZ METALLIC 14H2593Pintado 2,2023-03-18,0318-TOPAZ METALLIC 14H2593,Pintado 2
7917,80.0,1735.2,3272.4,2.44,40.91,50.56,9.66,-9.66,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-03-080318-TOPAZ METALLIC 14H2593Pintado 2,2023-03-08,0318-TOPAZ METALLIC 14H2593,Pintado 2
7918,90.0,1952.1,3552.98,3.09,39.48,50.56,11.08,-11.08,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-04-190318-TOPAZ METALLIC 14H2593Pintado 2,2023-04-19,0318-TOPAZ METALLIC 14H2593,Pintado 2
7919,103.0,2234.07,5034.64,3.04,48.88,50.56,1.68,-1.68,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-05-240318-TOPAZ METALLIC 14H2593Pintado 2,2023-05-24,0318-TOPAZ METALLIC 14H2593,Pintado 2
7920,149.68,3246.56,7471.56,4.85,49.92,50.56,0.64,-0.64,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-05-010318-TOPAZ METALLIC 14H2593Pintado 2,2023-05-01,0318-TOPAZ METALLIC 14H2593,Pintado 2
7921,198.87,4313.53,9772.24,5.43,49.14,50.56,1.42,-1.42,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-05-140318-TOPAZ METALLIC 14H2593Pintado 2,2023-05-14,0318-TOPAZ METALLIC 14H2593,Pintado 2
7922,249.0,5266.35,12566.35,7.26,50.47,50.56,0.5,-0.09,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-07-080318-TOPAZ METALLIC 14H2593Pintado 2,2023-07-08,0318-TOPAZ METALLIC 14H2593,Pintado 2
7923,60.25,1274.29,2226.72,1.29,17.32,50.56,39.69,-29.1,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-08-190318-TOPAZ METALLIC 14H2593Pintado 2,2023-08-19,0318-TOPAZ METALLIC 14H2593,Pintado 2
7924,344.52,7286.69,18764.1,12.16,54.46,50.56,3.9,3.9,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-08-180318-TOPAZ METALLIC 14H2593Pintado 2,2023-08-18,0318-TOPAZ METALLIC 14H2593,Pintado 2
7925,60.0,846.0,2922.91,1.78,73.07,50.56,22.51,22.51,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-10-040318-TOPAZ METALLIC 14H2593Pintado 2,2023-10-04,0318-TOPAZ METALLIC 14H2593,Pintado 2
7926,60.0,1041.64,10630.16,6.16,110.92,50.56,58.91,56.51,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-10-140318-TOPAZ METALLIC 14H2593Pintado 2,2023-10-14,0318-TOPAZ METALLIC 14H2593,Pintado 2
7927,155.02,3278.76,4695.01,3.08,30.29,50.56,20.28,-20.28,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-11-080318-TOPAZ METALLIC 14H2593Pintado 2,2023-11-08,0318-TOPAZ METALLIC 14H2593,Pintado 2
7928,189.25,4002.64,5389.59,3.61,28.48,50.56,22.08,-22.08,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-11-070318-TOPAZ METALLIC 14H2593Pintado 2,2023-11-07,0318-TOPAZ METALLIC 14H2593,Pintado 2
7929,64.0,1353.6,2412.07,1.85,37.69,50.56,12.87,-12.87,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2023-12-040318-TOPAZ METALLIC 14H2593Pintado 2,2023-12-04,0318-TOPAZ METALLIC 14H2593,Pintado 2
7930,240.84,5170.77,9637.55,6.07,40.02,50.56,10.54,-10.54,1.06,,,56.0,47.0,240.5,20.0,45.0,50.56,1,2024-02-270318-TOPAZ METALLIC 14H2593Pintado 2,2024-02-27,0318-TOPAZ METALLIC 14H2593,Pintado 2
7931,939.25,10885.92,37118.71,9.59,39.52,57.3,17.78,-17.78,1.31,,,69.0,54.0,240.5,22.0,20.5,57.3,1,2021-08-122122-WHITE BACKER 28555FPintado 2,2021-08-12,2122-WHITE BACKER 28555F,Pintado 2
7932,475.5,5511.05,25747.85,6.72,54.15,57.3,3.15,-3.15,1.31,,,69.0,54.0,240.5,22.0,20.5,57.3,1,2021-09-012122-WHITE BACKER 28555FPintado 2,2021-09-01,2122-WHITE BACKER 28555F,Pintado 2
7933,317.71,3682.26,17636.82,4.91,55.51,57.3,1.79,-1.79,1.31,,,69.0,54.0,240.5,22.0,20.5,57.3,1,2021-09-042122-WHITE BACKER 28555FPintado 2,2021-09-04,2122-WHITE BACKER 28555F,Pintado 2
7934,100.0,1159.0,3934.37,1.29,39.34,57.3,17.96,-17.96,1.31,,,69.0,54.0,240.5,22.0,20.5,57.3,1,2021-11-042122-WHITE BACKER 28555FPintado 2,2021-11-04,2122-WHITE BACKER 28555F,Pintado 2
7935,109.51,1269.2,3610.36,1.29,32.97,57.3,24.33,-24.33,1.31,,,69.0,54.0,240.5,22.0,20.5,57.3,1,2021-12-192122-WHITE BACKER 28555FPintado 2,2021-12-19,2122-WHITE BACKER 28555F,Pintado 2
7936,230.0,2513.9,11335.84,9.08,49.29,53.59,4.31,-4.31,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2021-08-300066-SUPER HIGH GLOSS CLEAR IIPintado 2,2021-08-30,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7937,135.0,1475.55,6006.38,5.58,44.49,53.59,9.1,-9.1,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2021-08-270066-SUPER HIGH GLOSS CLEAR IIPintado 2,2021-08-27,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7938,170.0,1858.1,10060.27,7.82,59.18,53.59,5.58,5.58,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2021-08-240066-SUPER HIGH GLOSS CLEAR IIPintado 2,2021-08-24,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7939,386.0,4218.98,28296.85,19.28,73.31,53.59,19.71,19.71,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2021-10-220066-SUPER HIGH GLOSS CLEAR IIPintado 2,2021-10-22,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7940,60.0,546.5,2226.72,1.29,28.38,53.59,25.21,-25.21,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2021-10-210066-SUPER HIGH GLOSS CLEAR IIPintado 2,2021-10-21,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7941,240.0,2755.2,16378.71,12.65,68.24,53.59,14.65,14.65,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-01-220066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-01-22,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7942,160.0,1836.8,10351.51,7.81,64.7,53.59,11.1,11.1,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-01-230066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-01-23,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7943,450.0,5166.0,32181.0,20.1,71.51,53.59,17.92,17.92,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-03-190066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-03-19,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7944,335.0,3845.8,18406.4,14.61,54.94,53.59,1.35,1.35,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-03-230066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-03-23,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7945,359.0,4121.32,51804.36,31.17,110.92,53.59,58.91,56.51,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-06-170066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-06-17,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7946,160.0,1836.8,14501.32,8.73,90.63,53.59,37.04,37.04,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-06-180066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-06-18,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7947,235.0,3022.1,11390.02,8.6,48.47,53.59,5.13,-5.13,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-08-180066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-08-18,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7948,182.0,2340.52,13828.89,11.37,75.98,53.59,22.39,22.39,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-11-010066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-11-01,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7949,65.0,835.9,4639.07,3.63,71.37,53.59,17.78,17.78,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2022-11-020066-SUPER HIGH GLOSS CLEAR IIPintado 2,2022-11-02,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7950,235.0,2968.05,13815.84,9.57,58.79,53.59,5.2,5.2,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2023-03-110066-SUPER HIGH GLOSS CLEAR IIPintado 2,2023-03-11,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7951,300.0,3789.0,11201.93,10.7,37.34,53.59,16.25,-16.25,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2023-03-180066-SUPER HIGH GLOSS CLEAR IIPintado 2,2023-03-18,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7952,130.0,1641.9,9582.01,7.67,73.71,53.59,20.11,20.11,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2023-04-300066-SUPER HIGH GLOSS CLEAR IIPintado 2,2023-04-30,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7953,160.0,2020.8,3770.71,3.19,23.57,53.59,30.03,-29.1,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2023-05-020066-SUPER HIGH GLOSS CLEAR IIPintado 2,2023-05-02,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
7954,200.0,2526.0,29253.93,18.48,110.92,53.59,58.91,56.51,1.02,,,51.0,43.0,236.5,22.0,20.0,53.59,1,2023-05-010066-SUPER HIGH GLOSS CLEAR IIPintado 2,2023-05-01,0066-SUPER HIGH GLOSS CLEAR II,Pintado 2
