,Id_Fecha_Pintura,Fecha,Pintura,Litros Totales,Valor USD,Linea,Area,Espesor,Rendimiento Diario,Rendimiento Std,Diferencia de Rendimientos,Diferencia de Rendimientos !(abs)
0,2021-08-170093-50 GLOSS CLEAR ONE PASSPintado 1,2021-08-17,0093-50 GLOSS CLEAR ONE PASS,181.68,2734.28,Pintado 1,7659.794,7.971,42.16090929,33.44262295,8.71828634,8.71828634
1,2021-09-040093-50 GLOSS CLEAR ONE PASSPintado 1,2021-09-04,0093-50 GLOSS CLEAR ONE PASS,211.68,3185.78,Pintado 1,5827.327,6.479,27.52894463,33.44262295,5.913678317,-5.913678317
2,2021-10-150093-50 GLOSS CLEAR ONE PASSPintado 1,2021-10-15,0093-50 GLOSS CLEAR ONE PASS,169,2543.45,Pintado 1,3905.66923,4.339,23.11046882,33.44262295,10.33215413,-10.33215413
3,2021-10-220093-50 GLOSS CLEAR ONE PASSPintado 1,2021-10-22,0093-50 GLOSS CLEAR ONE PASS,119,1790.95,Pintado 1,3637.224,3.6433,30.56490756,33.44262295,2.877715388,-2.877715388
4,2021-12-020093-50 GLOSS CLEAR ONE PASSPintado 1,2021-12-02,0093-50 GLOSS CLEAR ONE PASS,10,150.5,Pintado 1,828.24,0.7253,82.824,33.44262295,49.38137705,49.38137705
5,2022-01-300093-50 GLOSS CLEAR ONE PASSPintado 1,2022-01-30,0093-50 GLOSS CLEAR ONE PASS,364.715,5412.37,Pintado 1,13178.546,13.6469,36.13381956,33.44262295,2.691196607,2.691196607
6,2022-03-110093-50 GLOSS CLEAR ONE PASSPintado 1,2022-03-11,0093-50 GLOSS CLEAR ONE PASS,463.75,6882.05,Pintado 1,16457.896,18.344,35.48872453,33.44262295,2.046101577,2.046101577
7,2022-03-030093-50 GLOSS CLEAR ONE PASSPintado 1,2022-03-03,0093-50 GLOSS CLEAR ONE PASS,193.205,2867.16,Pintado 1,7839.458,7.261,40.57585466,33.44262295,7.133231711,7.133231711
8,2022-04-240093-50 GLOSS CLEAR ONE PASSPintado 1,2022-04-24,0093-50 GLOSS CLEAR ONE PASS,134,1988.56,Pintado 1,3283.294,3.62,24.50219403,33.44262295,8.940428921,-8.940428921
9,2022-05-300093-50 GLOSS CLEAR ONE PASSPintado 1,2022-05-30,0093-50 GLOSS CLEAR ONE PASS,99.25,1472.87,Pintado 1,3228.61,3.663,32.53007557,33.44262295,0.9125473841,-0.9125473841
10,2022-05-280093-50 GLOSS CLEAR ONE PASSPintado 1,2022-05-28,0093-50 GLOSS CLEAR ONE PASS,74.25,1101.87,Pintado 1,2277.814,2.9374,30.67762963,33.44262295,2.764993321,-2.764993321
11,2022-06-090093-50 GLOSS CLEAR ONE PASSPintado 1,2022-06-09,0093-50 GLOSS CLEAR ONE PASS,154,2285.36,Pintado 1,5886.427,5.78,38.22355195,33.44262295,4.780928997,4.780928997
12,2022-07-080093-50 GLOSS CLEAR ONE PASSPintado 1,2022-07-08,0093-50 GLOSS CLEAR ONE PASS,423.5,7038.58,Pintado 1,12390.64,13.148,29.25770956,33.44262295,4.184913388,-4.184913388
13,2022-08-260093-50 GLOSS CLEAR ONE PASSPintado 1,2022-08-26,0093-50 GLOSS CLEAR ONE PASS,181.68,3019.52,Pintado 1,5249.568,5.1282,28.89458388,33.44262295,4.548039067,-4.548039067
14,2022-08-250093-50 GLOSS CLEAR ONE PASSPintado 1,2022-08-25,0093-50 GLOSS CLEAR ONE PASS,45.25,752.06,Pintado 1,942.47658,0.7293,20.82821171,33.44262295,12.61441124,-12.61441124
15,2022-09-280093-50 GLOSS CLEAR ONE PASSPintado 1,2022-09-28,0093-50 GLOSS CLEAR ONE PASS,160.25,2663.36,Pintado 1,3111.99,2.9274,19.41959438,33.44262295,14.02302857,-14.02302857
16,2022-09-240093-50 GLOSS CLEAR ONE PASSPintado 1,2022-09-24,0093-50 GLOSS CLEAR ONE PASS,29,481.98,Pintado 1,766.458,0.7223,26.42958621,33.44262295,7.013036744,-7.013036744
17,2022-10-090093-50 GLOSS CLEAR ONE PASSPintado 1,2022-10-09,0093-50 GLOSS CLEAR ONE PASS,365.25,6070.46,Pintado 1,11876.326,12.512,32.51560849,33.44262295,0.9270144635,-0.9270144635
18,2022-11-200093-50 GLOSS CLEAR ONE PASSPintado 1,2022-11-20,0093-50 GLOSS CLEAR ONE PASS,487.5,8102.26,Pintado 1,14166.509,14.6019,29.05950564,33.44262295,4.38311731,-4.38311731
19,2023-03-170093-50 GLOSS CLEAR ONE PASSPintado 1,2023-03-17,0093-50 GLOSS CLEAR ONE PASS,289.25,4801.55,Pintado 1,7620.272,7.993,26.34493345,33.44262295,7.097689502,-7.097689502
20,2023-06-210093-50 GLOSS CLEAR ONE PASSPintado 1,2023-06-21,0093-50 GLOSS CLEAR ONE PASS,283.78,4710.75,Pintado 1,8247.40052,8.7824,29.062656,33.44262295,4.37996695,-4.37996695
21,2023-06-010093-50 GLOSS CLEAR ONE PASSPintado 1,2023-06-01,0093-50 GLOSS CLEAR ONE PASS,189.25,3141.55,Pintado 1,5558.952,6.5533,29.37359049,33.44262295,4.069032462,-4.069032462
22,2023-07-140093-50 GLOSS CLEAR ONE PASSPintado 1,2023-07-14,0093-50 GLOSS CLEAR ONE PASS,85.25,1380.2,Pintado 1,2124.344,2.1813,24.9189912,33.44262295,8.523631748,-8.523631748
23,2023-08-080093-50 GLOSS CLEAR ONE PASSPintado 1,2023-08-08,0093-50 GLOSS CLEAR ONE PASS,537.281,8698.58,Pintado 1,16352.24,17.5029,30.43517266,33.44262295,3.007450294,-3.007450294
24,2023-09-090093-50 GLOSS CLEAR ONE PASSPintado 1,2023-09-09,0093-50 GLOSS CLEAR ONE PASS,208.822,3380.83,Pintado 1,4797.43081,5.1148,22.97378059,33.44262295,10.46884236,-10.46884236
25,2023-09-050093-50 GLOSS CLEAR ONE PASSPintado 1,2023-09-05,0093-50 GLOSS CLEAR ONE PASS,99,1602.81,Pintado 1,2091.306,2.183,21.12430303,33.44262295,12.31831992,-12.31831992
26,2023-10-070093-50 GLOSS CLEAR ONE PASSPintado 1,2023-10-07,0093-50 GLOSS CLEAR ONE PASS,137,2218.03,Pintado 1,4230.292,4.4434,30.8780438,33.44262295,2.564579155,-2.564579155
27,2023-11-110093-50 GLOSS CLEAR ONE PASSPintado 1,2023-11-11,0093-50 GLOSS CLEAR ONE PASS,189.25,3063.96,Pintado 1,6242.635,6.5819,32.9861823,33.44262295,0.4564406523,-0.4564406523
28,2024-01-270093-50 GLOSS CLEAR ONE PASSPintado 1,2024-01-27,0093-50 GLOSS CLEAR ONE PASS,313.25,5080.92,Pintado 1,8709.965,8.772,27.80515563,33.44262295,5.637467324,-5.637467324
29,2024-01-060093-50 GLOSS CLEAR ONE PASSPintado 1,2024-01-06,0093-50 GLOSS CLEAR ONE PASS,209.895,3404.5,Pintado 1,6483.382,6.072,30.88869197,33.44262295,2.553930986,-2.553930986
30,2024-02-110093-50 GLOSS CLEAR ONE PASSPintado 1,2024-02-11,0093-50 GLOSS CLEAR ONE PASS,199.5,3235.9,Pintado 1,5864.55605,5.932,29.39627093,33.44262295,4.046352024,-4.046352024
31,2021-08-120439-PRIVATE LABEL GRAY TEXTPintado 1,2021-08-12,0439-PRIVATE LABEL GRAY TEXT,700,9275,Pintado 1,14470.574,15.376,20.67224857,25.19685039,4.524601822,-4.524601822
32,2021-08-210439-PRIVATE LABEL GRAY TEXTPintado 1,2021-08-21,0439-PRIVATE LABEL GRAY TEXT,155,2053.75,Pintado 1,2973.654,3.613,19.18486452,25.19685039,6.011985878,-6.011985878
33,2021-09-030439-PRIVATE LABEL GRAY TEXTPintado 1,2021-09-03,0439-PRIVATE LABEL GRAY TEXT,1695,22458.75,Pintado 1,35544.32878,43.8821,20.97010548,25.19685039,4.226744916,-4.226744916
34,2021-09-140439-PRIVATE LABEL GRAY TEXTPintado 1,2021-09-14,0439-PRIVATE LABEL GRAY TEXT,1880,24910,Pintado 1,42919.67342,35.6014,22.82961352,25.19685039,2.367236872,-2.367236872
35,2021-09-200439-PRIVATE LABEL GRAY TEXTPintado 1,2021-09-20,0439-PRIVATE LABEL GRAY TEXT,172,2279,Pintado 1,3513.106,3.918,20.42503488,25.19685039,4.77181551,-4.77181551
36,2021-10-130439-PRIVATE LABEL GRAY TEXTPintado 1,2021-10-13,0439-PRIVATE LABEL GRAY TEXT,245,3246.25,Pintado 1,5430.898,5.208,22.16693061,25.19685039,3.029919781,-3.029919781
37,2021-11-220439-PRIVATE LABEL GRAY TEXTPintado 1,2021-11-22,0439-PRIVATE LABEL GRAY TEXT,560,7420,Pintado 1,11644.778,8.808,20.79424643,25.19685039,4.402603965,-4.402603965
38,2021-11-300439-PRIVATE LABEL GRAY TEXTPintado 1,2021-11-30,0439-PRIVATE LABEL GRAY TEXT,120,1590,Pintado 1,1843.582,2.181,15.36318333,25.19685039,9.83366706,-9.83366706
39,2021-12-270439-PRIVATE LABEL GRAY TEXTPintado 1,2021-12-27,0439-PRIVATE LABEL GRAY TEXT,380,5035,Pintado 1,9192.7957,6.6683,24.19156763,25.19685039,1.005282762,-1.005282762
40,2021-12-280439-PRIVATE LABEL GRAY TEXTPintado 1,2021-12-28,0439-PRIVATE LABEL GRAY TEXT,594,7870.5,Pintado 1,10968.327,8.7437,18.46519697,25.19685039,6.731653424,-6.731653424
41,2022-01-260439-PRIVATE LABEL GRAY TEXTPintado 1,2022-01-26,0439-PRIVATE LABEL GRAY TEXT,690,9604.8,Pintado 1,15209.291,12.833,22.04245072,25.19685039,3.154399669,-3.154399669
42,2022-01-200439-PRIVATE LABEL GRAY TEXTPintado 1,2022-01-20,0439-PRIVATE LABEL GRAY TEXT,600,8352,Pintado 1,11422.215,8.7998,19.037025,25.19685039,6.159825394,-6.159825394
43,2022-01-210439-PRIVATE LABEL GRAY TEXTPintado 1,2022-01-21,0439-PRIVATE LABEL GRAY TEXT,315,4384.8,Pintado 1,7679.157,8.223,24.37827619,25.19685039,0.8185742032,-0.8185742032
44,2022-02-100439-PRIVATE LABEL GRAY TEXTPintado 1,2022-02-10,0439-PRIVATE LABEL GRAY TEXT,315,4384.8,Pintado 1,7042.929,8.716,22.35850476,25.19685039,2.838345632,-2.838345632
45,2022-02-040439-PRIVATE LABEL GRAY TEXTPintado 1,2022-02-04,0439-PRIVATE LABEL GRAY TEXT,120,1670.4,Pintado 1,3196.069,4.5537,26.63390833,25.19685039,1.43705794,1.43705794
46,2022-02-240439-PRIVATE LABEL GRAY TEXTPintado 1,2022-02-24,0439-PRIVATE LABEL GRAY TEXT,240,3340.8,Pintado 1,4436.273,3.763,18.48447083,25.19685039,6.71237956,-6.71237956
47,2022-04-260439-PRIVATE LABEL GRAY TEXTPintado 1,2022-04-26,0439-PRIVATE LABEL GRAY TEXT,385,5359.2,Pintado 1,7305.811,7.6017,18.97613247,25.19685039,6.220717926,-6.220717926
48,2022-04-140439-PRIVATE LABEL GRAY TEXTPintado 1,2022-04-14,0439-PRIVATE LABEL GRAY TEXT,1005,13989.6,Pintado 1,20623.5709,16.3027,20.52096607,25.19685039,4.675884324,-4.675884324
49,2022-06-200439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-20,0439-PRIVATE LABEL GRAY TEXT,665,9256.8,Pintado 1,10763.909,12.72,16.18632932,25.19685039,9.01052107,-9.01052107
50,2022-06-120439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-12,0439-PRIVATE LABEL GRAY TEXT,698,9716.16,Pintado 1,15263.344,12.2425,21.86725501,25.19685039,3.329595379,-3.329595379
51,2022-06-030439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-03,0439-PRIVATE LABEL GRAY TEXT,300,4176,Pintado 1,6165.85,7.379,20.55283333,25.19685039,4.64401706,-4.64401706
52,2022-06-010439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-01,0439-PRIVATE LABEL GRAY TEXT,405,5637.6,Pintado 1,8248.66,10.959,20.36706173,25.19685039,4.829788665,-4.829788665
53,2022-06-290439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-29,0439-PRIVATE LABEL GRAY TEXT,105,1461.6,Pintado 1,2072.354,2.7279,19.73670476,25.19685039,5.460145632,-5.460145632
54,2022-06-190439-PRIVATE LABEL GRAY TEXTPintado 1,2022-06-19,0439-PRIVATE LABEL GRAY TEXT,100,1392,Pintado 1,5530.325,4.5764,55.30325,25.19685039,30.10639961,30.10639961
55,2022-07-100439-PRIVATE LABEL GRAY TEXTPintado 1,2022-07-10,0439-PRIVATE LABEL GRAY TEXT,315,4910.85,Pintado 1,6387.812,7.122,20.27876825,25.19685039,4.91808214,-4.91808214
56,2022-08-110439-PRIVATE LABEL GRAY TEXTPintado 1,2022-08-11,0439-PRIVATE LABEL GRAY TEXT,265,4131.35,Pintado 1,6028.692,5.181,22.74978113,25.19685039,2.447069262,-2.447069262
57,2022-08-310439-PRIVATE LABEL GRAY TEXTPintado 1,2022-08-31,0439-PRIVATE LABEL GRAY TEXT,405,6313.95,Pintado 1,9894.539,8.03,24.43096049,25.19685039,0.7658898999,-0.7658898999
58,2022-09-060439-PRIVATE LABEL GRAY TEXTPintado 1,2022-09-06,0439-PRIVATE LABEL GRAY TEXT,340,5300.6,Pintado 1,7311.356,5.86,21.50398824,25.19685039,3.692862158,-3.692862158
59,2022-09-300439-PRIVATE LABEL GRAY TEXTPintado 1,2022-09-30,0439-PRIVATE LABEL GRAY TEXT,645,10055.55,Pintado 1,14363.07851,11.092,22.26833877,25.19685039,2.928511626,-2.928511626
60,2022-09-290439-PRIVATE LABEL GRAY TEXTPintado 1,2022-09-29,0439-PRIVATE LABEL GRAY TEXT,175,2728.25,Pintado 1,4349.07,2.937,24.85182857,25.19685039,0.3450218223,-0.3450218223
61,2022-10-090439-PRIVATE LABEL GRAY TEXTPintado 1,2022-10-09,0439-PRIVATE LABEL GRAY TEXT,425,6625.75,Pintado 1,8186.81372,5.9003,19.26309111,25.19685039,5.933759288,-5.933759288
62,2022-10-220439-PRIVATE LABEL GRAY TEXTPintado 1,2022-10-22,0439-PRIVATE LABEL GRAY TEXT,200,3118,Pintado 1,4198.694,3.33,20.99347,25.19685039,4.203380394,-4.203380394
63,2022-10-140439-PRIVATE LABEL GRAY TEXTPintado 1,2022-10-14,0439-PRIVATE LABEL GRAY TEXT,125,1948.75,Pintado 1,3250.912,2.247,26.007296,25.19685039,0.8104456063,0.8104456063
64,2022-12-010439-PRIVATE LABEL GRAY TEXTPintado 1,2022-12-01,0439-PRIVATE LABEL GRAY TEXT,190,2962.1,Pintado 1,4509.725,2.954,23.73539474,25.19685039,1.461455657,-1.461455657
65,2023-03-170439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-17,0439-PRIVATE LABEL GRAY TEXT,230,3521.3,Pintado 1,5510.285,4.476,23.95776087,25.19685039,1.239089524,-1.239089524
66,2023-03-020439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-02,0439-PRIVATE LABEL GRAY TEXT,915,14008.65,Pintado 1,21327.359,14.161,23.30858907,25.19685039,1.888261323,-1.888261323
67,2023-03-280439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-28,0439-PRIVATE LABEL GRAY TEXT,250,3827.5,Pintado 1,5689.15,6.2726,22.7566,25.19685039,2.440250394,-2.440250394
68,2023-03-150439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-15,0439-PRIVATE LABEL GRAY TEXT,509,7792.79,Pintado 1,11032.289,7.421,21.67443811,25.19685039,3.52241228,-3.52241228
69,2023-03-100439-PRIVATE LABEL GRAY TEXTPintado 1,2023-03-10,0439-PRIVATE LABEL GRAY TEXT,558,8542.98,Pintado 1,14303.40358,10.4694,25.63333975,25.19685039,0.4364893554,0.4364893554
70,2023-06-160439-PRIVATE LABEL GRAY TEXTPintado 1,2023-06-16,0439-PRIVATE LABEL GRAY TEXT,200,3062,Pintado 1,2561.09814,2.224,12.8054907,25.19685039,12.39135969,-12.39135969
71,2023-07-280439-PRIVATE LABEL GRAY TEXTPintado 1,2023-07-28,0439-PRIVATE LABEL GRAY TEXT,340,5076.2,Pintado 1,6479.33,7.812,19.05685294,25.19685039,6.139997453,-6.139997453
72,2023-07-160439-PRIVATE LABEL GRAY TEXTPintado 1,2023-07-16,0439-PRIVATE LABEL GRAY TEXT,135,2015.55,Pintado 1,2060.738,2.682,15.26472593,25.19685039,9.932124468,-9.932124468
73,2023-07-140439-PRIVATE LABEL GRAY TEXTPintado 1,2023-07-14,0439-PRIVATE LABEL GRAY TEXT,150,2239.5,Pintado 1,3353.487,3.845,22.35658,25.19685039,2.840270394,-2.840270394
74,2023-09-130439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-13,0439-PRIVATE LABEL GRAY TEXT,469,7002.17,Pintado 1,10074.546,7.302,21.48090832,25.19685039,3.715942078,-3.715942078
75,2023-09-300439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-30,0439-PRIVATE LABEL GRAY TEXT,280,4180.4,Pintado 1,6561.221,5.3186,23.43293214,25.19685039,1.763918251,-1.763918251
76,2023-09-120439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-12,0439-PRIVATE LABEL GRAY TEXT,280,4180.4,Pintado 1,6303.732,5.5499,22.51332857,25.19685039,2.683521822,-2.683521822
77,2023-09-080439-PRIVATE LABEL GRAY TEXTPintado 1,2023-09-08,0439-PRIVATE LABEL GRAY TEXT,200,2986,Pintado 1,3669.321,4.467,18.346605,25.19685039,6.850245394,-6.850245394
78,2023-11-280439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-28,0439-PRIVATE LABEL GRAY TEXT,160,2388.8,Pintado 1,3047.905,2.2629,19.04940625,25.19685039,6.147444144,-6.147444144
79,2023-11-090439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-09,0439-PRIVATE LABEL GRAY TEXT,1070,15975.1,Pintado 1,30769.163,24.7289,28.7562271,25.19685039,3.559376709,3.559376709
80,2023-11-290439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-29,0439-PRIVATE LABEL GRAY TEXT,500,7465,Pintado 1,10107.28,8.413,20.21456,25.19685039,4.982290394,-4.982290394
81,2023-11-270439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-27,0439-PRIVATE LABEL GRAY TEXT,100,1493,Pintado 1,2103.754,2.224,21.03754,25.19685039,4.159310394,-4.159310394
82,2023-11-300439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-30,0439-PRIVATE LABEL GRAY TEXT,370,5524.1,Pintado 1,8679.954,5.822,23.45933514,25.19685039,1.737515259,-1.737515259
83,2023-11-210439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-21,0439-PRIVATE LABEL GRAY TEXT,200,2986,Pintado 1,3314.012,2.9694,16.57006,25.19685039,8.626790394,-8.626790394
84,2023-11-120439-PRIVATE LABEL GRAY TEXTPintado 1,2023-11-12,0439-PRIVATE LABEL GRAY TEXT,400,5972,Pintado 1,8840.52,8.116,22.1013,25.19685039,3.095550394,-3.095550394
85,2023-12-170439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-17,0439-PRIVATE LABEL GRAY TEXT,360,5374.8,Pintado 1,7747.078,6.583,21.51966111,25.19685039,3.677189283,-3.677189283
86,2023-12-090439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-09,0439-PRIVATE LABEL GRAY TEXT,200,2986,Pintado 1,4105.724,5.454,20.52862,25.19685039,4.668230394,-4.668230394
87,2023-12-030439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-03,0439-PRIVATE LABEL GRAY TEXT,400,5972,Pintado 1,6396.75148,7.8795,15.9918787,25.19685039,9.204971694,-9.204971694
88,2023-12-020439-PRIVATE LABEL GRAY TEXTPintado 1,2023-12-02,0439-PRIVATE LABEL GRAY TEXT,200,2986,Pintado 1,5583.29521,3.7066,27.91647605,25.19685039,2.719625656,2.719625656
89,2024-01-020439-PRIVATE LABEL GRAY TEXTPintado 1,2024-01-02,0439-PRIVATE LABEL GRAY TEXT,250,3827.5,Pintado 1,4837.806,4.3904,19.351224,25.19685039,5.845626394,-5.845626394
90,2024-01-250439-PRIVATE LABEL GRAY TEXTPintado 1,2024-01-25,0439-PRIVATE LABEL GRAY TEXT,250,3827.5,Pintado 1,4604.248,3.779,18.416992,25.19685039,6.779858394,-6.779858394
91,2024-01-230439-PRIVATE LABEL GRAY TEXTPintado 1,2024-01-23,0439-PRIVATE LABEL GRAY TEXT,180,2755.8,Pintado 1,3947.358,4.417,21.92976667,25.19685039,3.267083727,-3.267083727
92,2024-02-040439-PRIVATE LABEL GRAY TEXTPintado 1,2024-02-04,0439-PRIVATE LABEL GRAY TEXT,490,7501.9,Pintado 1,9607.726,7.919,19.60760408,25.19685039,5.589246312,-5.589246312
93,2021-10-310439-PRIVATE LABEL GRAY TEXTPintado 2,2021-10-31,0439-PRIVATE LABEL GRAY TEXT,885,11726.25,Pintado 2,17451.917,13.9783,19.71968023,25.19685039,5.477170168,-5.477170168
94,2021-11-050439-PRIVATE LABEL GRAY TEXTPintado 2,2021-11-05,0439-PRIVATE LABEL GRAY TEXT,60,795,Pintado 2,1667.102,1.478,27.78503333,25.19685039,2.58818294,2.58818294
95,2021-12-210439-PRIVATE LABEL GRAY TEXTPintado 2,2021-12-21,0439-PRIVATE LABEL GRAY TEXT,75,993.75,Pintado 2,1702.524,1.4986,22.70032,25.19685039,2.496530394,-2.496530394
96,2022-06-230439-PRIVATE LABEL GRAY TEXTPintado 2,2022-06-23,0439-PRIVATE LABEL GRAY TEXT,660,9187.2,Pintado 2,32152.07554,20.53875402,48.71526598,25.19685039,23.51841558,23.51841558
97,2022-07-140439-PRIVATE LABEL GRAY TEXTPintado 2,2022-07-14,0439-PRIVATE LABEL GRAY TEXT,540,8418.6,Pintado 2,10067.5975,8.082,18.64369907,25.19685039,6.55315132,-6.55315132
98,2022-07-060439-PRIVATE LABEL GRAY TEXTPintado 2,2022-07-06,0439-PRIVATE LABEL GRAY TEXT,500,7795,Pintado 2,11476.498,8.734,22.952996,25.19685039,2.243854394,-2.243854394
99,2022-07-270439-PRIVATE LABEL GRAY TEXTPintado 2,2022-07-27,0439-PRIVATE LABEL GRAY TEXT,714,11131.26,Pintado 2,16067.25,14.9084,22.50315126,25.19685039,2.693699133,-2.693699133
100,2022-08-200439-PRIVATE LABEL GRAY TEXTPintado 2,2022-08-20,0439-PRIVATE LABEL GRAY TEXT,475,7405.25,Pintado 2,11173.098,8.9047,23.52231158,25.19685039,1.674538815,-1.674538815
101,2022-08-170439-PRIVATE LABEL GRAY TEXTPintado 2,2022-08-17,0439-PRIVATE LABEL GRAY TEXT,315,4910.85,Pintado 2,6221.66,5.168,19.75130159,25.19685039,5.445548806,-5.445548806
102,2022-08-280439-PRIVATE LABEL GRAY TEXTPintado 2,2022-08-28,0439-PRIVATE LABEL GRAY TEXT,185,2884.15,Pintado 2,2960.472,2.247,16.00255135,25.19685039,9.194299042,-9.194299042
103,2022-09-240439-PRIVATE LABEL GRAY TEXTPintado 2,2022-09-24,0439-PRIVATE LABEL GRAY TEXT,505,7872.95,Pintado 2,10323.131,8.077,20.44184356,25.19685039,4.755006829,-4.755006829
104,2023-05-120439-PRIVATE LABEL GRAY TEXTPintado 2,2023-05-12,0439-PRIVATE LABEL GRAY TEXT,480,7348.8,Pintado 2,9005.632,6.654,18.76173333,25.19685039,6.43511706,-6.43511706
105,2023-11-060439-PRIVATE LABEL GRAY TEXTPintado 2,2023-11-06,0439-PRIVATE LABEL GRAY TEXT,400,5972,Pintado 2,8555.906,5.9172,21.389765,25.19685039,3.807085394,-3.807085394
106,2023-12-120439-PRIVATE LABEL GRAY TEXTPintado 2,2023-12-12,0439-PRIVATE LABEL GRAY TEXT,440,6569.2,Pintado 2,10208.378,12.4827,23.20085909,25.19685039,1.995991303,-1.995991303
107,2021-08-170543-BLACK METALLICPintado 1,2021-08-17,0543-BLACK METALLIC,251.68,3526.04,Pintado 1,7659.794,7.971,30.43465512,37.11790393,6.683248813,-6.683248813
108,2021-09-040543-BLACK METALLICPintado 1,2021-09-04,0543-BLACK METALLIC,150,2101.5,Pintado 1,5827.327,6.479,38.84884667,37.11790393,1.730942737,1.730942737
109,2021-10-150543-BLACK METALLICPintado 1,2021-10-15,0543-BLACK METALLIC,90,1260.9,Pintado 1,3905.66923,4.339,43.39632478,37.11790393,6.278420848,6.278420848
110,2021-10-220543-BLACK METALLICPintado 1,2021-10-22,0543-BLACK METALLIC,79,1106.79,Pintado 1,3637.224,3.6433,46.04081013,37.11790393,8.922906196,8.922906196
111,2021-12-020543-BLACK METALLICPintado 1,2021-12-02,0543-BLACK METALLIC,20,280.2,Pintado 1,828.24,0.7253,41.412,37.11790393,4.29409607,4.29409607
112,2022-01-300543-BLACK METALLICPintado 1,2022-01-30,0543-BLACK METALLIC,165.456,2316.38,Pintado 1,13178.546,13.6469,79.64985253,37.11790393,42.5319486,42.5319486
113,2022-03-110543-BLACK METALLICPintado 1,2022-03-11,0543-BLACK METALLIC,189.25,2649.5,Pintado 1,16457.896,18.344,86.96378336,37.11790393,49.84587943,49.84587943
114,2022-03-030543-BLACK METALLICPintado 1,2022-03-03,0543-BLACK METALLIC,189.25,2649.5,Pintado 1,7839.458,7.261,41.42382034,37.11790393,4.305916413,4.305916413
115,2022-04-240543-BLACK METALLICPintado 1,2022-04-24,0543-BLACK METALLIC,51,714,Pintado 1,3283.294,3.62,64.37831373,37.11790393,27.2604098,27.2604098
116,2022-05-300543-BLACK METALLICPintado 1,2022-05-30,0543-BLACK METALLIC,80,1120,Pintado 1,3228.61,3.663,40.357625,37.11790393,3.23972107,3.23972107
117,2022-05-280543-BLACK METALLICPintado 1,2022-05-28,0543-BLACK METALLIC,46.68,653.52,Pintado 1,2277.814,2.9374,48.79635818,37.11790393,11.67845425,11.67845425
118,2022-06-090543-BLACK METALLICPintado 1,2022-06-09,0543-BLACK METALLIC,185.68,2599.52,Pintado 1,5886.427,5.78,31.70199806,37.11790393,5.415905869,-5.415905869
119,2022-07-080543-BLACK METALLICPintado 1,2022-07-08,0543-BLACK METALLIC,289.25,4535.44,Pintado 1,12390.64,13.148,42.83713051,37.11790393,5.71922658,5.71922658
120,2022-08-260543-BLACK METALLICPintado 1,2022-08-26,0543-BLACK METALLIC,144.25,2261.84,Pintado 1,5249.568,5.1282,36.39215251,37.11790393,0.7257514171,-0.7257514171
121,2022-08-250543-BLACK METALLICPintado 1,2022-08-25,0543-BLACK METALLIC,19.25,301.84,Pintado 1,942.47658,0.7293,48.95982234,37.11790393,11.84191841,11.84191841
122,2022-09-280543-BLACK METALLICPintado 1,2022-09-28,0543-BLACK METALLIC,52.25,819.28,Pintado 1,3111.99,2.9274,59.55961722,37.11790393,22.44171329,22.44171329
123,2022-09-240543-BLACK METALLICPintado 1,2022-09-24,0543-BLACK METALLIC,19,297.92,Pintado 1,766.458,0.7223,40.33989474,37.11790393,3.221990807,3.221990807
124,2022-10-090543-BLACK METALLICPintado 1,2022-10-09,0543-BLACK METALLIC,297,4656.96,Pintado 1,11876.326,12.512,39.98762963,37.11790393,2.869725699,2.869725699
125,2022-11-200543-BLACK METALLICPintado 1,2022-11-20,0543-BLACK METALLIC,363.36,5697.48,Pintado 1,14166.509,14.6019,38.98753027,37.11790393,1.869626343,1.869626343
126,2023-03-170543-BLACK METALLICPintado 1,2023-03-17,0543-BLACK METALLIC,254.25,3981.56,Pintado 1,7620.272,7.993,29.97157129,37.11790393,7.146332642,-7.146332642
127,2023-06-210543-BLACK METALLICPintado 1,2023-06-21,0543-BLACK METALLIC,238.25,3731,Pintado 1,8247.40052,8.7824,34.61658141,37.11790393,2.501322524,-2.501322524
